nameOfIssuer,sshPrnamt,value
MANAGED DURATION INVT GRD FU,21099,291
MANDALAY DIGITAL GROUP INC,24228,96
MANHATTAN ASSOCS INC,337405,11617
MANITEX INTL INC,11595,188
MANITOWOC INC,600242,19724
MANNKIND CORP,211675,2320
MANPOWERGROUP INC,471341,39993
MANTECH INTL CORP,145810,4304
MANULIFE FINL CORP,1195874,23762
MARATHON OIL CORP,4478463,178781
MARATHON PETE CORP,1868155,145847
MARCHEX INC,126485,1521
MARCUS & MILLICHAP INC,61995,1581
MARCUS CORP,32846,599
MARIN SOFTWARE INC,46866,552
MARINEMAX INC,15040,252
MARKEL CORP,29661,19447
MARKET VECTORS ETF TR,11740944,548009
MARKETAXESS HLDGS INC,360950,19513
MARKETO INC,67864,1973
MARKWEST ENERGY PARTNERS L P,4547450,325507
MARLIN BUSINESS SVCS CORP,73231,1332
MARRIOTT INTL INC NEW,1256207,80523
MARRIOTT VACATIONS WRLDWDE C,811224,47562
MARRONE BIO INNOVATIONS INC,12511,145
MARSH & MCLENNAN COS INC,2062207,106863
MARTEN TRANS LTD,64500,1442
MARTHA STEWART LIVING OMNIME,14651,69
MARTIN MARIETTA MATLS INC,237393,31348
MARTIN MIDSTREAM PRTNRS L P,5271,217
MARVELL TECHNOLOGY GROUP LTD,1757285,25182
MASCO CORP,2385297,52954
MASIMO CORP,144516,3410
MASONITE INTL CORP NEW,620080,34886
MASTEC INC,274305,8455
MASTERCARD INC,6022173,442449
MATADOR RES CO,108100,3165
MATERION CORP,132879,4915
MATRIX SVC CO,42312,1387
MATSON INC,116109,3116
MATTEL INC,1407819,54862
MATTERSIGHT CORP,20834,111
MATTHEWS INTL CORP,18470,768
MATTRESS FIRM HLDG CORP,54399,2597
MATTSON TECHNOLOGY INC,27450,60
MAVENIR SYS INC,566563,8583
MAXIM INTEGRATED PRODS INC,9212921,311489
MAXIMUS INC,86793,3733
MAXLINEAR INC,10845,109
MAZOR ROBOTICS LTD,43242,760
MB FINANCIAL INC NEW,2240558,60607
MBIA INC,1146460,12657
MBT FINL CORP,34945,191
MCCLATCHY CO,44168,245
MCCORMICK & CO INC,2672914,191355
MCDERMOTT INTL INC,151867,1229
MCDONALDS CORP,3801389,382951
MCEWEN MNG INC,750697,2162
MCG CAPITAL CORP,273386,1072
MCGRATH RENTCORP,22688,834
MCGRAW HILL FINL INC,828485,68789
MCKESSON CORP,1438996,267956
MDC PARTNERS INC,9633,207
MDU RES GROUP INC,614899,21583
MEAD JOHNSON NUTRITION CO,606330,56491
MEADOWBROOK INS GROUP INC,1974855,14199
MEADWESTVACO CORP,828430,36666
MEASUREMENT SPECIALTIES INC,21221,1826
MECHEL OAO,502240,1100
MEDALLION FINL CORP,95042,1184
MEDASSETS INC,1347983,30788
MEDIA GEN INC,20095,413
MEDICAL ACTION INDS INC,101740,1397
MEDICAL PPTYS TRUST INC,549232,7272
MEDICINES CO,414058,12032
MEDIDATA SOLUTIONS INC,41890,1793
MEDIFAST INC,12008,365
MEDIVATION INC,890387,68630
MEDIWOUND LTD,25703,293
MEDLEY CAP CORP,125765,1642
MEDNAX INC,706355,41074
MEDTRONIC INC,6413965,408954
MEETME INC,25145,68
MEI PHARMA INC,22119,140
MELA SCIENCES INC,77954,25
MELCO CROWN ENTMT LTD,353702,12630
MELLANOX TECHNOLOGIES LTD,14360,501
MEMORIAL PRODTN PARTNERS LP,2431586,58942
MEMORIAL RESOURCE DEV CORP,557471,13580
MENS WEARHOUSE INC,808552,45118
MENTOR GRAPHICS CORP,290255,6261
MERCADOLIBRE INC,21446,2046
MERCER INTL INC,52399,550
MERCK & CO INC NEW,18216983,1053852
MERCURY GENL CORP NEW,615086,28933
MERCURY SYS INC,28270,321
MEREDITH CORP,38903,1881
MERGE HEALTHCARE INC,22787,52
MERIDIAN BIOSCIENCE INC,102967,2125
MERIT MED SYS INC,7205,109
MERITAGE HOMES CORP,1198834,50603
MERITOR INC,945444,12328
MERRIMACK PHARMACEUTICALS IN,658179,4798
MERU NETWORKS INC,68092,251
METALICO INC,22731,28
METHANEX CORP,836437,51675
METHODE ELECTRS INC,36008,1375
METLIFE INC,12142194,674620
METTLER TOLEDO INTERNATIONAL,431721,109303
MFA FINL INC,7604024,62429
MFS CHARTER INCOME TR,108021,998
MFS INTER INCOME TR,33585,177
MFS MULTIMARKET INCOME TR,23459,156
MFS MUN INCOME TR,96599,638
MGE ENERGY INC,27907,1103
MGIC INVT CORP WIS,12509368,115586
MGM RESORTS INTERNATIONAL,7929046,209328
MICHAEL KORS HLDGS LTD,1105103,97968
MICREL INC,1433403,16168
MICROCHIP TECHNOLOGY INC,563979,27527
MICRON TECHNOLOGY INC,10092404,332545
MICROS SYS INC,262809,17845
MICROSEMI CORP,97253,2602
MICROSOFT CORP,53396496,2226633
MICROSTRATEGY INC,16172,2275
MICROVISION INC DEL,16711,34
MID-AMER APT CMNTYS INC,1142393,83452
MIDDLEBY CORP,157860,13058
MIDDLESEX WATER CO,48579,1029
MIDSTATES PETE CO INC,66972,485
MIDWAY GOLD CORP,343551,309
MILLENNIAL MEDIA INC,62390,311
MILLER HERMAN INC,81897,2477
MILLER INDS INC TENN,46945,966
MIMEDX GROUP INC,27798,197
MINDRAY MEDICAL INTL LTD,66301,2088
MINERALS TECHNOLOGIES INC,293857,19271
MIRATI THERAPEUTICS INC,49849,997
MISTRAS GROUP INC,18541,455
MITCHAM INDS INC,13183,184
MITEK SYS INC,36682,122
MITSUBISHI UFJ FINL GROUP IN,4155791,25558
MIZUHO FINL GROUP INC,1964536,8074
MKS INSTRUMENT INC,1848608,57750
MOBILE MINI INC,1124315,53844
MOBILE TELESYSTEMS OJSC,1302388,25709
MODEL N INC,225877,2496
MODINE MFG CO,309104,4865
MODUSLINK GLOBAL SOLUTIONS I,30472,114
MOELIS & CO,453374,15238
MOHAWK INDS INC,536254,74185
MOLINA HEALTHCARE INC,71716,3201
MOLSON COORS BREWING CO,1087176,80625
MOLYCORP INC DEL,828713,2130
MOMENTA PHARMACEUTICALS INC,322899,3900
MONARCH CASINO & RESORT INC,22743,345
MONDELEZ INTL INC,5458035,205276
MONEYGRAM INTL INC,38028,560
MONOLITHIC PWR SYS INC,197821,8378
MONOTYPE IMAGING HOLDINGS IN,1171779,33009
MONRO MUFFLER BRAKE INC,453421,24118
MONSANTO CO NEW,2424212,302396
MONSTER BEVERAGE CORP,527753,37486
MONSTER WORLDWIDE INC,231843,1517
MONTAGE TECHNOLOGY GROUP LTD,15553,322
MONTPELIER RE HOLDINGS LTD,29948,957
MOODYS CORP,665451,58334
MOOG INC,1042974,76023
MORGAN STANLEY,10078732,325846
MORGAN STANLEY ASIA PAC FD I,648641,10839
MORGAN STANLEY CHINA A SH FD,12754,280
MORGAN STANLEY EM MKTS DM DE,70912,945
MORGANS HOTEL GROUP CO,31756,252
MORNINGSTAR INC,24352,1749
MOSAIC CO NEW,845713,41821
MOSYS INC,88593,278
MOTORCAR PTS AMER INC,37309,908
MOTOROLA SOLUTIONS INC,4372303,291064
MOVADO GROUP INC,1188599,49529
MOVE INC,59240,876
MPLX LP,834659,53836
MRC GLOBAL INC,133279,3771
MSA SAFETY INC,55835,3210
MSC INDL DIRECT INC,167955,16063
MSCI INC,348097,15961
MTR GAMING GROUP INC,40321,216
MTS SYS CORP,10211,692
MUELLER INDS INC,47691,1402
MUELLER WTR PRODS INC,255155,2204
MULTI FINELINE ELECTRONIX IN,15611,172
MULTIMEDIA GAMES HLDG CO INC,8974,266
MURPHY OIL CORP,1986144,132039
MURPHY USA INC,197041,9634
MVC CAPITAL INC,52735,683
MWI VETERINARY SUPPLY INC,7796,1107
MYERS INDS INC,60675,1219
MYLAN INC,15306509,789204
MYR GROUP INC DEL,973834,24667
MYRIAD GENETICS INC,394133,15340
NABORS INDUSTRIES LTD,1355545,39812
NACCO INDS INC,27298,1381
NANOMETRICS INC,10196,186
NANOSPHERE INC,92613,146
NANOSTRING TECHNOLOGIES INC,26329,394
NANOVIRICIDES INC,225863,955
NASDAQ OMX GROUP INC,5834955,225346
NATIONAL BEVERAGE CORP,17561,332
NATIONAL BK GREECE S A,213330,785
NATIONAL BK HLDGS CORP,18549,370
NATIONAL CINEMEDIA INC,115711,2026
NATIONAL FUEL GAS CO N J,343308,26881
NATIONAL GEN HLDGS CORP,102395,1782
NATIONAL GRID PLC,161054,11980
NATIONAL HEALTH INVS INC,1402386,87733
NATIONAL HEALTHCARE CORP,12816,721
NATIONAL INSTRS CORP,215667,6986
NATIONAL OILWELL VARCO INC,1901567,156594
NATIONAL PENN BANCSHARES INC,239889,2538
NATIONAL RETAIL PROPERTIES I,2235074,83123
NATIONAL WESTN LIFE INS CO,1383,345
NATIONSTAR MTG HLDGS INC,513341,18634
NATURAL GAS SERVICES GROUP,25269,835
NATURAL GROCERS BY VITAMIN C,15789,338
NATURAL RESOURCE PARTNERS L,50538,837
NATURES SUNSHINE PRODUCTS IN,13952,237
NATUS MEDICAL INC DEL,81156,2041
NAUTILUS INC,105242,1167
NAVIDEA BIOPHARMACEUTICALS I,41050,61
NAVIENT CORP,36826072,652190
NAVIGANT CONSULTING INC,130080,2270
NAVIGATOR HOLDINGS LTD,53121,1561
NAVIGATORS GROUP INC,18141,1216
NAVIOS MARITIME ACQUIS CORP,2918782,10829
NAVIOS MARITIME HOLDINGS INC,48432,490
NAVIOS MARITIME PARTNERS L P,2504241,48683
NAVISTAR INTL CORP NEW,67786,2541
NBT BANCORP INC,12157,292
NCI BUILDING SYS INC,1368405,26588
NCI INC,10924,97
NCR CORP NEW,624917,21929
NEENAH PAPER INC,34692,1844
NEKTAR THERAPEUTICS,354685,4547
NELNET INC,21007,870
NEOGEN CORP,61906,2505
NEOGENOMICS INC,20030,66
NEONODE INC,47673,149
NEOPHOTONICS CORP,28634,119
NEOSTEM INC,63526,414
NET 1 UEPS TECHNOLOGIES INC,33096,377
NET ELEMENT INC,32137,61
NETAPP INC,5222457,190725
NETEASE INC,76829,6020
NETFLIX INC,273256,120397
NETGEAR INC,36049,1254
NETLIST INC,65935,85
NETQIN MOBILE INC,96711,594
NETSCOUT SYS INC,36821,1633
NETSUITE INC,487439,42349
NEUBERGER BERMAN MLP INCOME,17692,357
NEURALSTEM INC,206881,873
NEUROCRINE BIOSCIENCES INC,622079,9229
NEUSTAR INC,341248,8880
NEVSUN RES LTD,236678,888
NEW AMER HIGH INCOME FD INC,15782,158
NEW GOLD INC CDA,958973,6109
NEW HOME CO INC,51624,729
NEW JERSEY RES,105620,6038
NEW MEDIA INVT GROUP INC,254701,3594
NEW MTN FIN CORP,1254990,18649
NEW ORIENTAL ED & TECH GRP I,1947375,51742
NEW RESIDENTIAL INVT CORP,730021,4599
NEW SOURCE ENERGY PARTNERS L,1286132,30777
NEW YORK & CO INC,73176,270
NEW YORK CMNTY BANCORP INC,5387896,86098
NEW YORK MTG TR INC,42728,334
NEW YORK REIT INC,111664,1235
NEW YORK TIMES CO,361298,5495
NEWBRIDGE BANCORP,16899,136
NEWCASTLE INVT CORP,3801259,18208
NEWELL RUBBERMAID INC,984281,30503
NEWFIELD EXPL CO,5620007,248404
NEWLINK GENETICS CORP,11265,299
NEWMARKET CORP,17572,6890
NEWMONT MINING CORP,5693252,144837
NEWPARK RES INC,5534737,68963
NEWPORT CORP,2001492,37027
NEWS CORP NEW,2841262,50952
NEWSTAR FINANCIAL INC,15990,225
NEXPOINT CR STRATEGIES FD,14054,170
NEXSTAR BROADCASTING GROUP I,27090,1398
NEXTERA ENERGY INC,2757333,259363
NGL ENERGY PARTNERS LP,5433867,235504
NGP CAP RES CO,119905,747
NIC INC,91625,1452
NICE SYS LTD,17369,709
NIDEC CORP,188363,2899
NIELSEN N V,6705451,324611
NII HLDGS INC,2296456,1263
NIKE INC,8726952,676775
NIMBLE STORAGE INC,50826,1561
NIPPON TELEG & TEL CORP,460841,14383
NISOURCE INC,1209490,47581
NL INDS INC,34941,325
NN INC,8117,208
NOAH HLDGS LTD,199085,2815
NOBLE CORP PLC,1225933,41142
NOBLE ENERGY INC,1912965,148178
NOKIA CORP,4687040,35434
NOMURA HLDGS INC,697379,4903
NOODLES & CO,8298,285
NORANDA ALUM HLDG CORP,50853,180
NORD ANGLIA EDUCATION INC,95723,1752
NORDIC AMERICAN TANKERS LIMI,16381,156
NORDION INC,15000,188
NORDSON CORP,76466,6131
NORDSTROM INC,373328,25360
NORFOLK SOUTHERN CORP,876797,90336
NORTEK INC,85640,7687
NORTH ATLANTIC DRILLING LTD,4092670,43464
NORTH VALLEY BANCORP,23901,521
NORTHEAST UTILS,1127852,53314
NORTHERN DYNASTY MINERALS LT,271456,227
NORTHERN OIL & GAS INC NEV,253098,4123
NORTHERN TIER ENERGY LP,3392628,90719
NORTHERN TR CORP,2452501,157475
NORTHFIELD BANCORP INC DEL,12512,164
NORTHROP GRUMMAN CORP,1029110,123112
NORTHSTAR RLTY FIN CORP,4886497,84927
NORTHWEST BANCSHARES INC MD,59976,814
NORTHWEST BIOTHERAPEUTICS IN,843717,5661
NORTHWEST NAT GAS CO,33629,1585
NORTHWEST PIPE CO,7295,294
NORTHWESTERN CORP,879156,45883
NORWEGIAN CRUISE LINE HLDGS,3333851,105683
NOVA MEASURING INSTRUMENTS L,70156,843
NOVABAY PHARMACEUTICALS INC,59523,47
NOVACOPPER INC,1043168,1137
NOVAGOLD RES INC,70436,297
NOVARTIS A G,866928,78483
NOVATEL WIRELESS INC,14331,27
NOVAVAX INC,122335,565
NOVO-NORDISK A S,510518,23581
NOW INC,808549,29278
NPS PHARMACEUTICALS INC,287631,9506
NRG ENERGY INC,1403057,52194
NRG YIELD INC,105604,5497
NTELOS HLDGS CORP,81869,1020
NTN BUZZTIME INC,101151,54
NTT DOCOMO INC,303590,5188
NU SKIN ENTERPRISES INC,214152,15839
NUANCE COMMUNICATIONS INC,211093,3963
NUCOR CORP,1360490,67004
NUMEREX CORP PA,10837,125
NUSTAR ENERGY LP,927778,57531
NUSTAR GP HOLDINGS LLC,1194832,46730
NUTRACEUTICAL INTL CORP,14879,355
NUTRI SYS INC NEW,21813,373
NUVASIVE INC,596915,21233
NUVEEN BUILD AMER BD FD,91595,1878
NUVEEN BUILD AMER BD OPPTNY,21599,465
NUVEEN CA DIVIDEND ADV MUN F,126481,1767
NUVEEN CONN PREM INCOME MUN,27699,350
NUVEEN DIVER CURRENCY OPPOR,13399,150
NUVEEN DIVERSIFIED DIV INCM,57011,699
NUVEEN EQTY PRM OPPORTUNITYF,17433,224
NUVEEN MICH QUALITY INCOME M,47307,685
NUVEEN MTG OPPORTUNITY TERM,16421,404
NUVEEN MUN ADVANTAGE FD INC,124231,1670
NUVEEN MUN INCOME FD INC,25699,283
NUVEEN MUN OPPORTUNITY FD IN,231225,3263
NUVEEN MUN VALUE FD INC,473889,4568
NUVEEN NY AMT FREE MUN INCOM,143038,1875
NUVEEN NY DIV ADVANTG MUN FD,14659,197
NUVEEN NY DIVID ADVNTG MUN F,16299,224
NUVEEN NY MUN VALUE FD,21900,216
NUVEEN PFD INCOME OPPRTNY FD,33895,329
NUVEEN PREM INCOME MUN FD,168952,2296
NUVEEN PREM INCOME MUN FD 4,113257,1453
NUVEEN PREMIER MUN INCOME FD,51769,706
NUVEEN QUALITY MUN FD INC,94698,1241
NUVEEN QUALITY PFD INC FD 3,11100,96
NUVEEN QUALITY PFD INCOME FD,73644,634
NUVEEN SELECT MAT MUN FD,36199,372
NUVEEN SELECT QUALITY MUN FD,99074,1373
NUVEEN SELECT TAX FREE INCM,85442,1185
NUVEEN TEX QUALITY INCOME MU,25699,369
NVIDIA CORP,24107830,446959
NVR INC,22648,26059
NXP SEMICONDUCTORS N V,525828,34799
NXSTAGE MEDICAL INC,14365,206
O REILLY AUTOMOTIVE INC NEW,534196,80450
OAKTREE CAP GROUP LLC,212185,10607
OASIS PETE INC NEW,116147,6492
OCCIDENTAL PETE CORP DEL,2428310,249218
OCEAN PWR TECHNOLOGIES INC,22943,38
OCEAN RIG UDW INC,1129284,21377
OCEANEERING INTL INC,349651,27318
OCH ZIFF CAP MGMT GROUP,819708,11337
OCI PARTNERS LP,3010958,63983
OCI RES LP,74134,1890
OCLARO INC,262032,576
OCWEN FINL CORP,964503,35783
ODYSSEY MARINE EXPLORATION I,82989,139
OFFICE DEPOT INC,6675775,37985
OFG BANCORP,20289,374
OGE ENERGY CORP,447851,17502
OHR PHARMACEUTICAL INC,214671,2042
OI S.A.,7818978,6719
OIL STS INTL INC,2106845,135028
OILTANKING PARTNERS L P,2239309,211457
OLD DOMINION FGHT LINES INC,236935,15088
OLD NATL BANCORP IND,272488,3891
OLD REP INTL CORP,2126753,35177
OLIN CORP,494039,13300
OLYMPIC STEEL INC,406691,10066
OM GROUP INC,101695,3298
OMEGA HEALTHCARE INVS INC,444822,16396
OMEGA PROTEIN CORP,35874,491
OMEROS CORP,19846,345
OMNICARE CAP TR I,10000,815
OMNICARE CAP TR II,47483,3876
OMNICARE INC,1255069,83550
OMNICELL INC,43044,1236
OMNICOM GROUP INC,775649,55241
OMNIVISION TECHNOLOGIES INC,227827,5007
OMNOVA SOLUTIONS INC,42725,388
ON ASSIGNMENT INC,49693,1767
ON SEMICONDUCTOR CORP,592236,5413
ONCOGENEX PHARMACEUTICALS IN,17934,67
ONCOLYTICS BIOTECH INC,10082,13
ONCONOVA THERAPEUTICS INC,67318,366
ONCOTHYREON INC,31668,103
ONE GAS INC,437902,16530
ONEOK INC NEW,3757186,255789
ONEOK PARTNERS LP,5679999,332848
OPEN TEXT CORP,103816,4977
OPENTABLE INC,31314,3244
OPEXA THERAPEUTICS INC,10190,17
OPHTHOTECH CORP,237620,10054
OPKO HEALTH INC,1820392,16092
OPLINK COMMUNICATIONS INC,13785,234
OPOWER INC,215029,4053
ORACLE CORP,20960741,849538
ORANGE,478195,7555
ORASURE TECHNOLOGIES INC,34554,298
ORBCOMM INC,121798,803
ORBITAL SCIENCES CORP,74660,2206
ORBITZ WORLDWIDE INC,59497,530
ORBOTECH LTD,14789,224
ORCHID IS CAP INC,12489,163
ORCHIDS PAPER PRODS CO DEL,9254,296
OREXIGEN THERAPEUTICS INC,235447,1455
ORGANOVO HLDGS INC,762143,6364
ORIENT-EXPRESS HOTELS LTD,64922,944
ORION MARINE GROUP INC,24249,263
ORITANI FINL CORP DEL,1143998,17606
ORIX CORP,48231,4005
ORMAT TECHNOLOGIES INC,15497,447
ORRSTOWN FINL SVCS INC,28259,467
ORTHOFIX INTL N V,165235,5990
OSHKOSH CORP,243214,13505
OSI SYSTEMS INC,26387,1761
OTTER TAIL CORP,29055,880
OUTERWALL INC,449860,26699
OVERLAND STORAGE INC,20566,100
OWENS & MINOR INC NEW,152448,5180
OWENS CORNING NEW,224140,8670
OWENS ILL INC,477411,16538
OXFORD INDS INC,15560,1037
P T TELEKOMUNIKASI INDONESIA,19279,803
PACCAR INC,1434899,90155
PACIFIC BIOSCIENCES CALIF IN,62311,385
PACIFIC COAST OIL TR,23455,306
PACIFIC DRILLING SA LUXEMBOU,3712782,37128
PACIFIC ETHANOL INC,4348,66
PACIFIC MERCANTILE BANCORP,10909,73
PACIFIC SUNWEAR CALIF INC,22122,53
PACIRA PHARMACEUTICALS INC,19108,1755
PACKAGING CORP AMER,3249416,232301
PACWEST BANCORP DEL,1780839,76879
PALL CORP,605820,51731
PALO ALTO NETWORKS INC,91641,7685
PAN AMERICAN SILVER CORP,287509,4413
PANDORA MEDIA INC,3972401,117186
PANERA BREAD CO,733077,109836
PANHANDLE OIL AND GAS INC,10361,581
PANTRY INC,48160,780
PAPA JOHNS INTL INC,271755,11519
PARAMOUNT GOLD & SILVER CORP,383796,368
PAREXEL INTL CORP,28031,1481
PARK ELECTROCHEMICAL CORP,9383,265
PARK NATL CORP,14720,1136
PARK STERLING CORP,11545,76
PARKER DRILLING CO,195484,1274
PARKER HANNIFIN CORP,960681,120786
PARKERVISION INC,147220,218
PARKWAY PPTYS INC,985984,20360
PARSLEY ENERGY INC,2499251,60157
PARTNERRE LTD,143509,15673
PATTERN ENERGY GROUP INC,331274,10968
PATTERSON COMPANIES INC,389516,15390
PATTERSON UTI ENERGY INC,741776,25917
PAYCHEX INC,2437353,101296
PAYCOM SOFTWARE INC,13150,192
PAYLOCITY HLDG CORP,23284,504
PBF ENERGY INC,656701,17501
PBF LOGISTICS LP,1587546,43689
PC-TEL INC,29612,240
PDC ENERGY INC,284831,17988
PDF SOLUTIONS INC,18530,393
PDL BIOPHARMA INC,208116,2014
PEABODY ENERGY CORP,1631065,26667
PEARSON PLC,148512,2942
PEBBLEBROOK HOTEL TR,2128774,78680
PEDEVCO CORP,14711,30
PEGASYSTEMS INC,235167,4966
PEMBINA PIPELINE CORP,959526,41260
PENDRELL CORP,21988,39
PENGROWTH ENERGY CORP,395889,2842
PENN NATL GAMING INC,171579,2083
PENN VA CORP,183278,3107
PENN WEST PETE LTD NEW,658159,6424
PENNANTPARK FLOATING RATE CA,50523,722
PENNANTPARK INVT CORP,432541,4957
PENNEY J C INC,2183149,19757
PENNSYLVANIA RL ESTATE INVT,352029,6625
PENNYMAC MTG INVT TR,207279,4547
PENSKE AUTOMOTIVE GRP INC,288109,14261
PENTAIR PLC,599463,43234
PEOPLES FED BANCSHARES INC,15509,286
PEOPLES UNITED FINANCIAL INC,1700786,25801
PEP BOYS MANNY MOE & JACK,291926,3345
PEPCO HOLDINGS INC,2021185,55542
PEPSICO INC,5081341,453967
PEREGRINE PHARMACEUTICALS IN,38865,73
PEREGRINE SEMICONDUCTOR CORP,42830,294
PERFECT WORLD CO LTD,47623,935
PERFICIENT INC,75820,1477
PERFORMANT FINL CORP,22820,230
PERFUMANIA HLDGS INC,13550,92
PERICOM SEMICONDUCTOR CORP,12848,116
PERKINELMER INC,1057852,49549
PERNIX THERAPEUTICS HLDGS IN,361008,3242
PERRIGO CO PLC,303438,44229
PETMED EXPRESS INC,171048,2306
PETROBRAS ARGENTINA S A,63238,411
PETROCHINA CO LTD,58584,7355
PETROLEO BRASILEIRO SA PETRO,3953391,58583
PETROLOGISTICS LP,1141272,16389
PETROQUEST ENERGY INC,45658,343
PETSMART INC,303322,18138
PFIZER INC,36049485,1069949
PG&E CORP,5281784,253631
PGT INC,35754,303
PHARMACYCLICS INC,711555,63834
PHARMERICA CORP,195025,5575
PHH CORP,104356,2398
PHI INC,10883,485
PHILIP MORRIS INTL INC,4999747,421529
PHILIPPINE LONG DISTANCE TEL,37746,2544
PHILLIPS 66,1948080,156684
PHILLIPS 66 PARTNERS LP,296706,22419
PHOENIX COS INC NEW,6319,306
PHOENIX NEW MEDIA LTD,212652,2278
PHOTRONICS INC,32423,279
PHYSICIANS RLTY TR,55428,798
PICO HLDGS INC,23475,558
PIEDMONT NAT GAS INC,63381,2371
PIEDMONT OFFICE REALTY TR IN,3249036,61537
PIER 1 IMPORTS INC,226745,3494
PIKE CORP,32287,289
PILGRIMS PRIDE CORP NEW,1189285,32539
PIMCO DYNAMIC CR INCOME FD,25489,607
PIMCO ETF TR,251713,20080
PIMCO NY MUNICIPAL INCOME FD,21100,247
PINGTAN MARINE ENTERPRISE LT,24979,64
PINNACLE ENTMT INC,188668,4751
PINNACLE FINL PARTNERS INC,1254127,49513
PINNACLE FOODS INC DEL,587784,19338
PINNACLE WEST CAP CORP,436798,25265
PIONEER ENERGY SVCS CORP,549910,9645
PIONEER NAT RES CO,651515,149725
PIPER JAFFRAY COS,103113,5338
PITNEY BOWES INC,821608,22693
PLAINS ALL AMERN PIPELINE L,9930327,596316
PLAINS GP HLDGS L P,12479287,399212
PLANET PAYMENT INC,39670,113
PLANTRONICS INC NEW,53030,2548
PLATFORM SPECIALTY PRODS COR,166032,4654
PLATINUM UNDERWRITER HLDGS L,18497,1199
PLEXUS CORP,38759,1678
PLUG POWER INC,413842,1937
PLUM CREEK TIMBER CO INC,615131,27742
PLX TECHNOLOGY INC,80205,519
PLY GEM HLDGS INC,46000,465
PMC-SIERRA INC,4454180,33897
PMFG INC,28641,151
PNC FINL SVCS GROUP INC,2129115,189598
PNM RES INC,1193126,34995
POLARIS INDS INC,131315,17103
POLYCOM INC,388345,4866
POLYMET MINING CORP,13292,14
POLYONE CORP,2517824,106101
POLYPORE INTL INC,106932,5104
POOL CORPORATION,27297,1544
POPEYES LA KITCHEN INC,39615,1732
POPULAR INC,105485,3606
PORTFOLIO RECOVERY ASSOCS IN,27963,1664
PORTLAND GEN ELEC CO,2013434,69805
PORTOLA PHARMACEUTICALS INC,12635,369
PORTUGAL TELECOM SGPS S A,101076,370
POSCO,97192,7235
POST HLDGS INC,60062,3058
POST PPTYS INC,1125005,60143
POTASH CORP SASK INC,765965,29076
POTLATCH CORP NEW,75545,3128
POWELL INDS INC,24439,1598
POWER INTEGRATIONS INC,261488,15046
POWERSECURE INTL INC,21589,210
POWERSHARES ACTIVE MNG ETF T,64246,1447
POWERSHARES DB CMDTY IDX TRA,72932,1938
POWERSHARES DB G10 CURCY HAR,79138,2065
POWERSHARES ETF TR II,478341,17375
POWERSHARES ETF TRUST,1204336,39631
POWERSHARES ETF TRUST II,9434518,236526
POWERSHARES GLOBAL ETF FD,44820,959
POWERSHARES GLOBAL ETF TRUST,654269,14030
POWERSHARES QQQ TRUST,13738045,1290140
POWERSHS DB MULTI SECT COMM,51932,1650
POWERSHS DB US DOLLAR INDEX,161971,3586
POZEN INC,66547,554
PPG INDS INC,529886,111356
PPL CORP,2410056,85629
PRANA BIOTECHNOLOGY LTD,36096,82
PRAXAIR INC,1002200,133132
PRECIDIAN ETFS TR,3537730,62795
PRECISION CASTPARTS CORP,939875,237225
PRECISION DRILLING CORP,67521,956
PREFERRED APT CMNTYS INC,18289,162
PREMIER EXIBITIONS INC,17485,14
PREMIER INC,21041,610
PREMIERE GLOBAL SVCS INC,3628757,48444
PRESTIGE BRANDS HLDGS INC,1122309,38035
PRGX GLOBAL INC,32599,208
PRICE T ROWE GROUP INC,1483006,125181
PRICELINE GRP INC,284326,342044
PRICESMART INC,53625,4668
PRIMERICA INC,107717,5154
PRIMERO MNG CORP,768840,6158
PRIMORIS SVCS CORP,11545,333
PRINCIPAL FINL GROUP INC,6221460,314059
PRIVATEBANCORP INC,2812928,81744
PROASSURANCE CORP,1234065,54792
PROCERA NETWORKS INC,18749,189
PROCTER & GAMBLE CO,10182868,800271
PROFIRE ENERGY INC,87200,393
PROGENICS PHARMACEUTICALS IN,59258,255
PROGRESS SOFTWARE CORP,17851,429
PROGRESSIVE CORP OHIO,1765736,44779
PROGRESSIVE WASTE SOLUTIONS,1843219,47315
PROLOGIS INC,3018532,124032
PROMOTORA DE INFORMACIONES S,10193059,23730
PROOFPOINT INC,15916,596
PROS HOLDINGS INC,16714,442
PROSHARES TR,3174087,182473
PROSHARES TR II,389049,21814
PROSPECT CAPITAL CORPORATION,563500,5987
PROSPERITY BANCSHARES INC,1085486,67952
PROTALIX BIOTHERAPEUTICS INC,69336,253
PROTECTIVE LIFE CORP,200423,13895
PROTHENA CORP PLC,59182,1335
PROTO LABS INC,4128,338
PROVECTUS BIOPHARMACEUTICALS,304389,262
PROVIDENCE SVC CORP,20631,755
PROVIDENT FINL HLDGS INC,29119,423
PROVIDENT FINL SVCS INC,1927393,33382
PRUDENTIAL FINL INC,5424408,481525
PRUDENTIAL PLC,251081,11520
PS BUSINESS PKS INC CALIF,1175781,98166
PTC INC,4032809,156473
PUBLIC STORAGE,850913,145804
PUBLIC SVC ENTERPRISE GROUP,2003806,81735
PULASKI FINL CORP,27775,317
PULTE GROUP INC,2815483,56760
PUMA BIOTECHNOLOGY INC,37742,2491
PURECYCLE CORP,35682,242
PUTNAM MASTER INTER INCOME T,19162,99
PUTNAM PREMIER INCOME TR,10792,60
PVH CORP,6603766,769999
