nameOfIssuer,sshPrnamt,value
FIRSTHAND TECH VALUE FD INC,26473,636
FIRSTMERIT CORP,462318,8137
FIRSTSERVICE CORP,38600,2016
FISERV INC,769764,49754
FIVE BELOW INC,3882796,153798
FIVE OAKS INVT CORP,30405,319
FIVE PRIME THERAPEUTICS INC,474372,5564
FIVE STAR QUALITY CARE INC,112012,422
FIVE9 INC,41999,275
FLAGSTAR BANCORP INC,10128,170
FLEETCOR TECHNOLOGIES INC,1202872,170952
FLEETMATICS GROUP PLC,12145,370
FLEXTRONICS INTL LTD,3825126,39475
FLIR SYS INC,297707,9330
FLOTEK INDS INC DEL,28461,742
FLOWERS FOODS INC,333966,6132
FLOWSERVE CORP,1505668,106180
FLUIDIGM CORP DEL,16470,404
FLUOR CORP NEW,941303,62870
FLUSHING FINL CORP,1235408,22570
FMC TECHNOLOGIES INC,582839,31654
FNB CORP PA,289049,3465
FOMENTO ECONOMICO MEXICANO S,415077,38208
FOOT LOCKER INC,629255,35018
FORCEFIELD ENERGY,106540,661
FORD MTR CO DEL,9730093,143907
FORESIGHT ENERGY LP,1530108,27940
FOREST CITY ENTERPRISES INC,243841,4769
FOREST OIL CORP,887857,1039
FORESTAR GROUP INC,31143,551
FORMFACTOR INC,67610,485
FORTEGRA FINL CORP,12398,123
FORTINET INC,218033,5509
FORTRESS INVESTMENT GROUP LL,6470959,44520
FORTUNA SILVER MINES INC,24000,97
FORTUNE BRANDS HOME & SEC IN,4045480,166309
FORUM ENERGY TECHNOLOGIES IN,2530824,77469
FORWARD AIR CORP,927065,41560
FOSSIL GROUP INC,1711118,160674
FOSTER WHEELER AG,132588,4193
FOUNDATION MEDICINE INC,57387,1088
FRANCESCAS HLDGS CORP,26804,373
FRANCO NEVADA CORP,197142,9636
FRANKLIN COVEY CO,29526,578
FRANKLIN ELEC INC,8364,291
FRANKLIN RES INC,2243481,122517
FRANKLIN STREET PPTYS CORP,160748,1804
FRANKS INTL N V,170483,3188
FREDS INC,117374,1643
FREEPORT-MCMORAN INC,4059339,132537
FREESCALE SEMICONDUCTOR LTD,263653,5149
FREIGHTCAR AMER INC,7616,254
FRESENIUS MED CARE AG&CO KGA,727266,25236
FRESH DEL MONTE PRODUCE INC,48187,1538
FRESH MKT INC,10151,355
FRONTIER COMMUNICATIONS CORP,4248571,27659
FRONTLINE LTD,877383,1106
FS INVT CORP,112463,1211
FTD COS INC,53345,1820
FTI CONSULTING INC,76912,2689
FUEL SYS SOLUTIONS INC,55630,496
FUEL TECH INC,20132,86
FUELCELL ENERGY INC,163520,342
FULLER H B CO,10030,398
FULTON FINL CORP PA,383866,4254
FUSION TELECOMM INTL INC,27302,100
FUTUREFUEL CORPORATION,91019,1083
FXCM INC,19956,316
G & K SVCS INC,729134,40380
G-III APPAREL GROUP LTD,8884,736
GAIN CAP HLDGS INC,116975,745
GALECTIN THERAPEUTICS INC,11041,56
GALENA BIOPHARMA INC,174105,359
GALLAGHER ARTHUR J & CO,3680598,166952
GALMED PHARMACEUTICALS LTD,13619,117
GAMCO GLOBAL GOLD NAT RES &,13438,124
GAMCO INVESTORS INC,47180,3338
GAMESTOP CORP NEW,1645261,67785
GAMING & LEISURE PPTYS INC,1282017,39614
GANNETT INC,927822,27529
GAP INC DEL,14922741,622130
GARMIN LTD,1616731,84054
GARRISON CAP INC,24148,349
GARTNER INC,247614,18192
GASLOG LTD,698685,15378
GASLOG PARTNERS LP,1906867,58541
GASTAR EXPL INC NEW,92608,544
GATX CORP,138636,8092
GAZIT GLOBE LTD,218285,2711
GENCORP INC,34183,546
GENERAC HLDGS INC,2528329,102499
GENERAL AMERN INVS INC,207003,7672
GENERAL CABLE CORP DEL NEW,138582,2090
GENERAL COMMUNICATION INC,101649,1109
GENERAL DYNAMICS CORP,1218634,154876
GENERAL ELECTRIC CO,61983099,1588007
GENERAL FIN CORP DEL,35482,315
GENERAL GROWTH PPTYS INC NEW,2764288,65099
GENERAL MLS INC,1697172,85621
GENERAL MOLY INC,132162,98
GENERAL MTRS CO,12001558,373135
GENESCO INC,140568,10508
GENESEE & WYO INC,101335,9787
GENESIS ENERGY L P,5228947,275252
GENIE ENERGY LTD,201335,1415
GENOCEA BIOSCIENCES INC,24852,225
GENOMIC HEALTH INC,141065,3993
GENPACT LIMITED,56707,925
GENTEX CORP,442927,11857
GENTHERM INC,14514,613
GENTIVA HEALTH SERVICES INC,58833,987
GENUINE PARTS CO,262728,23044
GENVEC INC,53441,111
GENWORTH FINL INC,3597521,47128
GEO GROUP INC NEW,476520,18213
GEOSPACE TECHNOLOGIES CORP,12871,452
GERDAU S A,787539,3780
GERON CORP,394824,790
GETTY RLTY CORP NEW,69592,1183
GEVO INC,248268,85
GFI GROUP INC,226943,1228
GIBRALTAR INDS INC,12356,169
GIGAMEDIA LTD,14500,12
GIGAMON INC,170602,1786
GIGOPTIX INC,38341,46
GILDAN ACTIVEWEAR INC,147403,8066
GILEAD SCIENCES INC,16434605,1749463
GLACIER BANCORP INC NEW,2438370,63057
GLADSTONE CAPITAL CORP,119465,1048
GLADSTONE INVT CORP,145154,1032
GLATFELTER,78311,1719
GLAXOSMITHKLINE PLC,2411359,110850
GLIMCHER RLTY TR,1468912,19889
GLOBAL BRASS & COPPR HLDGS I,1149553,16864
GLOBAL CASH ACCESS HLDGS INC,51168,345
GLOBAL EAGLE ENTMT INC,30615,344
GLOBAL INDEMNITY PLC,29896,754
GLOBAL PMTS INC,1215078,84910
GLOBAL POWER EQUIPMENT GRP I,19720,294
GLOBAL SOURCES LTD,28375,190
GLOBAL X FDS,185362,3322
GLOBALSTAR INC,104076,381
GLOBE SPECIALTY METALS INC,1952130,35510
GLOBEIMMUNE INC,12687,88
GLOBUS MED INC,22511,443
GLORI ENERGY INC,48716,385
GLOWPOINT INC,34775,45
GLU MOBILE INC,121919,630
GLYCOMIMETICS INC,95556,663
GNC HLDGS INC,3808191,147529
GOGO INC,19743,333
GOL LINHAS AEREAS INTLG S A,136360,656
GOLAR LNG LTD BERMUDA,637816,42351
GOLAR LNG PARTNERS LP,4673553,162266
GOLD FIELDS LTD NEW,2212451,8628
GOLD RESOURCE CORP,11165,57
GOLDCORP INC NEW,3023162,69623
GOLDEN MINERALS CO,192687,123
GOLDEN STAR RES LTD CDA,745873,310
GOLDMAN SACHS GROUP INC,742391,31693
GOLUB CAP BDC INC,794533,12673
GOODRICH PETE CORP,223078,3306
GOODYEAR TIRE & RUBR CO,552800,12484
GOOGLE INC,3083745,1797459
GOPRO INC,135319,12679
GORDMANS STORES INC,22070,75
GORMAN RUPP CO,24434,734
GOVERNMENT PPTYS INCOME TR,39515,866
GP STRATEGIES CORP,10958,315
GPO AEROPORTUARIO DEL PAC SA,86500,5833
GRACE W R & CO DEL NEW,538363,48959
GRACO INC,2710629,197822
GRAFTECH INTL LTD,178518,818
GRAHAM CORP,10789,310
GRAHAM HLDGS CO,24638,17237
GRAINGER W W INC,851023,214159
GRAMERCY PPTY TR INC,24821,143
GRAN TIERRA ENERGY INC,51748,287
GRAND CANYON ED INC,12548,511
GRANITE CONSTR INC,41660,1325
GRANITE REAL ESTATE INVT TR,79503,2745
GRAPHIC PACKAGING HLDG CO,4241877,52726
GRAY TELEVISION INC,309161,2436
GREAT LAKES DREDGE & DOCK CO,28202,174
GREAT PANTHER SILVER LTD,218825,223
GREAT PLAINS ENERGY INC,535743,12949
GREAT SOUTHN BANCORP INC,16997,516
GREATBATCH INC,118322,5041
GREEN BANCORP INC,57509,986
GREEN DOT CORP,19404,410
GREEN PLAINS INC,253306,9471
GREENBRIER COS INC,58472,4291
GREENHILL & CO INC,47895,2226
GREENLIGHT CAPITAL RE LTD,161464,5233
GREIF INC,43250,1894
GRIFFON CORP,5812826,66209
GRIFOLS S A,1839145,64609
GROUP 1 AUTOMOTIVE INC,127435,9266
GROUPE CGI INC,122091,4123
GROUPON INC,294944,1970
GRUBHUB INC,5001332,171246
GRUPO AEROPORTUARIO DEL SURE,100096,12862
GRUPO AVAL ACCIONES Y VALORE,141841,1922
GRUPO FINANCIERO GALICIA S A,109825,1561
GRUPO FINANCIERO SANTANDER M,3024904,40927
GRUPO TELEVISA SA,2527368,85627
GS FIN CORP,215935,3930
GSI GROUP INC CDA NEW,21764,250
GSI TECHNOLOGY,64463,349
GSV CAP CORP,24155,242
GT ADVANCED TECHNOLOGIES INC,160558,1739
GTT COMMUNICATIONS INC,33288,396
GTX INC DEL,88798,65
GUESS INC,127350,2797
GUGGENHEIM BLD AMR BDS MANG,60698,1293
GUIDANCE SOFTWARE INC,20554,138
GUIDEWIRE SOFTWARE INC,2716425,120446
GULF COAST ULTRA DEEP RTY TR,184670,369
GULFMARK OFFSHORE INC,161986,5078
GULFPORT ENERGY CORP,126596,6760
GW PHARMACEUTICALS PLC,2912,235
H & E EQUIPMENT SERVICES INC,26543,1069
H & Q HEALTHCARE INVESTORS,1158320,32896
HAEMONETICS CORP,24360,851
HAIN CELESTIAL GROUP INC,2555107,261515
HALCON RES CORP,594578,2355
HALLIBURTON CO,5792009,373642
HALOZYME THERAPEUTICS INC,168904,1537
HANCOCK HLDG CO,229175,7345
HANCOCK JOHN FINL OPPTYS FD,45294,1006
HANCOCK JOHN PFD INCOME FD,10747,215
HANCOCK JOHN PREMUIM DIV FD,37288,490
HANESBRANDS INC,270300,29041
HANGER INC,90816,1864
HANMI FINL CORP,22416,452
HANOVER INS GROUP INC,108275,6650
HANSEN MEDICAL INC,558594,659
HANWHA SOLARONE CO LTD,35391,83
HARBINGER GROUP INC,118888,1560
HARDINGE INC,47243,517
HARLEY DAVIDSON INC,464337,27025
HARMAN INTL INDS INC,145364,14251
HARMONIC INC,373889,2370
HARMONY GOLD MNG LTD,407197,879
HARRIS & HARRIS GROUP INC,104170,310
HARRIS CORP DEL,468597,31115
HARSCO CORP,102906,2204
HARTE-HANKS INC,119389,761
HARTFORD FINL SVCS GROUP INC,4861580,181094
HARVARD APPARATUS REGENER TE,19562,158
HARVARD BIOSCIENCE INC,38569,158
HARVEST NATURAL RESOURCES IN,23487,86
HASBRO INC,549662,30229
HATTERAS FINL CORP,149278,2681
HAVERTY FURNITURE INC,135024,2942
HAWAIIAN ELEC INDUSTRIES,152847,4058
HAWAIIAN HOLDINGS INC,23162,312
HCA HOLDINGS INC,741367,52281
HCC INS HLDGS INC,161943,7820
HCI GROUP INC,8117,292
HCP INC,3880611,154099
HD SUPPLY HLDGS INC,40258,1097
HDFC BANK LTD,213156,9929
HEADWATERS INC,48157,604
HEALTH CARE REIT INC,2160422,134630
HEALTH NET INC,473583,21837
HEALTHCARE RLTY TR,1969409,46635
HEALTHCARE SVCS GRP INC,1715800,49089
HEALTHCARE TR AMER INC,1488719,17269
HEALTHEQUITY INC,12611,231
HEALTHSOUTH CORP,1242215,45838
HEALTHSTREAM INC,9819,236
HEALTHWAYS INC,16642,267
HEARTLAND EXPRESS INC,17124,410
HEARTLAND PMT SYS INC,21763,1038
HEARTWARE INTL INC,7859,610
HECLA MNG CO,766172,1900
HEICO CORP NEW,56579,2552
HEIDRICK & STRUGGLES INTL IN,108389,2226
HELEN OF TROY CORP LTD,142101,7463
HELIX ENERGY SOLUTIONS GRP I,223054,4921
HELMERICH & PAYNE INC,314696,30800
HENRY JACK & ASSOC INC,155263,8642
HERBALIFE LTD,1325436,57988
HERCULES OFFSHORE INC,97337,214
HERCULES TECH GROWTH CAP INC,223849,3237
HERITAGE COMMERCE CORP,20377,167
HERITAGE FINL CORP WASH,594732,9421
HERITAGE INS HLDGS INC,33003,497
HERSHA HOSPITALITY TR,502272,3199
HERSHEY CO,317319,30282
HERTZ GLOBAL HOLDINGS INC,9219657,234088
HESS CORP,824320,77750
HEWLETT PACKARD CO,8768298,311011
HEXCEL CORP NEW,114362,4541
HFF INC,820814,23763
HHGREGG INC,127446,804
HI-CRUSH PARTNERS LP,308512,15907
HIBBETT SPORTS INC,19203,819
HIGHER ONE HLDGS INC,179228,443
HIGHWOODS PPTYS INC,5405199,210262
HILL INTERNATIONAL INC,17202,69
HILL ROM HLDGS INC,723294,29966
HILLENBRAND INC,100356,3100
HILLTOP HOLDINGS INC,77149,1547
HILTON WORLDWIDE HLDGS INC,161075,3967
HIMAX TECHNOLOGIES INC,9867,100
HMS HLDGS CORP,5564285,104887
HNI CORP,72787,2619
HOEGH LNG PARTNERS LP,2370485,54307
HOLLY ENERGY PARTNERS L P,2135079,77717
HOLLYFRONTIER CORP,967579,42264
HOLLYSYS AUTOMATION TECHNOLO,864752,19449
HOLOGIC INC,593879,14449
HOME BANCSHARES INC,1295765,38109
HOME DEPOT INC,4093654,375552
HOME INNS & HOTELS MGMT INC,11499,333
HOME LN SERVICING SOLUTIONS,2027021,42952
HOME PROPERTIES INC,1288053,75017
HOMEAWAY INC,85426,3033
HOMETRUST BANCSHARES INC,19320,282
HONDA MOTOR LTD,345769,11853
HONEYWELL INTL INC,5760982,536462
HOOKER FURNITURE CORP,30954,471
HORACE MANN EDUCATORS CORP N,45328,1293
HORIZON PHARMA PLC,154047,1892
HORIZON TECHNOLOGY FIN CORP,11570,156
HORMEL FOODS CORP,532784,27379
HORNBECK OFFSHORE SVCS INC N,24523,803
HORSEHEAD HLDG CORP,107776,1782
HOSPIRA INC,675697,35156
HOSPITALITY PPTYS TR,5594611,150215
HOST HOTELS & RESORTS INC,4928487,105125
HOUGHTON MIFFLIN HARCOURT CO,1617186,31438
HOUSTON WIRE & CABLE CO,12133,145
HOVNANIAN ENTERPRISES INC,104137,382
HOWARD HUGHES CORP,109054,16358
HSBC HLDGS PLC,919272,46773
HSN INC,892231,54756
HUANENG PWR INTL INC,6115,267
HUB GROUP INC,11089,449
HUBBELL INC,1430842,172460
HUDBAY MINERALS INC,54123,463
HUDSON CITY BANCORP,1485274,14437
HUDSON GLOBAL INC,21031,79
HUDSON PAC PPTYS INC,2199295,54234
HUGOTON RTY TR TEX,26221,235
HUMANA INC,708627,92327
HUNT J B TRANS SVCS INC,208659,15451
HUNTINGTON BANCSHARES INC,21525923,209447
HUNTINGTON INGALLS INDS INC,106228,11070
HUNTSMAN CORP,520900,13539
HURON CONSULTING GROUP INC,37697,2298
HUTCHINSON TECHNOLOGY INC,34681,127
HYATT HOTELS CORP,398912,24143
HYPERION THERAPEUTICS INC,9691,244
HYSTER YALE MATLS HANDLING I,64524,4622
IAC INTERACTIVECORP,362926,23917
IAMGOLD CORP,314764,869
IBERIABANK CORP,80317,5021
ICAHN ENTERPRISES LP,53136,5624
ICICI BK LTD,284384,13964
ICON PLC,38642,2212
ICONIX BRAND GROUP INC,1384687,51150
ICU MED INC,43093,2766
IDACORP INC,1421548,76209
IDENTIV INC,12107,162
IDERA PHARMACEUTICALS INC,10038,23
IDEX CORP,649543,47007
IDEXX LABS INC,185144,21816
IDREAMSKY TECHNOLOGY LIMITED,72718,1237
IDT CORP,26194,421
IGATE CORP,16199,595
IGNYTA INC,42068,339
IHS INC,137539,17219
II VI INC,39072,460
IKANG HEALTHCARE GROUP INC,6982046,135871
IKANOS COMMUNICATIONS,144864,51
ILLINOIS TOOL WKS INC,1916877,161823
ILLUMINA INC,436974,71629
IMATION CORP,56834,168
IMAX CORP,13884,381
IMMERSION CORP,50192,431
IMMUNE DESIGN CORP,28698,507
IMMUNE PHARMACEUTICALS INC,31143,105
IMMUNOCELLULAR THERAPEUTICS,19058,17
IMMUNOGEN INC,218778,2317
IMMUNOMEDICS INC,88911,331
IMPAX LABORATORIES INC,231093,5479
IMPERIAL HLDGS INC,20896,135
IMPERIAL OIL LTD,459321,21688
IMPERVA INC,20675,594
IMPRIMIS PHARMACEUTICALS INC,17837,132
IMS HEALTH HLDGS INC,85121,2229
INCYTE CORP,910394,44655
INDEPENDENCE CONTRACT DRIL I,98986,1163
INDEPENDENCE RLTY TR INC,100338,971
INDEPENDENT BANK CORP MASS,716476,25593
INDEPENDENT BANK CORP MICH,55259,659
INDEPENDENT BK GROUP INC,702525,33334
INDEXIQ ETF TR,29976,889
INFINERA CORPORATION,163836,1748
INFINITY PHARMACEUTICALS INC,3150026,42274
INFINITY PPTY & CAS CORP,20200,1293
INFOBLOX INC,264950,3908
INFORMATICA CORP,4324945,148086
INFOSONICS CORP,36289,72
INFOSYS LTD,594790,35979
ING GROEP N V,1011862,14358
INGERSOLL-RAND PLC,1824758,102843
INGLES MKTS INC,28491,675
INGRAM MICRO INC,398357,10281
INGREDION INC,1460251,110673
INLAND REAL ESTATE CORP,3174563,31460
INNERWORKINGS INC,42842,347
INNODATA INC,57469,175
INNOPHOS HOLDINGS INC,74503,4104
INNOSPEC INC,14787,531
INNOVATIVE SOLUTIONS & SUPPO,16908,88
INOVIO PHARMACEUTICALS INC,367356,3618
INPHI CORP,16521,238
INSIGHT ENTERPRISES INC,57156,1293
INSMED INC,56518,738
INSPIREMD INC,67491,148
INSTALLED BLDG PRODS INC,14726,207
INSTEEL INDUSTRIES INC,15201,313
INSULET CORP,68172,2512
INSYS THERAPEUTICS INC NEW,169863,6587
INTEGRA LIFESCIENCES HLDGS C,643919,31964
INTEGRATED DEVICE TECHNOLOGY,522914,8340
INTEGRATED SILICON SOLUTION,12854,177
INTEGRYS ENERGY GROUP INC,318531,20647
INTEL CORP,23495888,818127
INTELIQUENT INC,25582,319
INTELSAT S A,497084,12099
INTER PARFUMS INC,26097,718
INTERACTIVE BROKERS GROUP IN,302984,7559
INTERCEPT PHARMACEUTICALS IN,29455,6972
INTERCONTINENTAL EXCHANGE IN,3260636,635987
INTERCONTINENTAL HOTELS GROU,63272,2446
INTERDIGITAL INC,81972,3264
INTERFACE INC,1159483,18715
INTERMOLECULAR INC,27116,63
INTERNAP NETWORK SVCS CORP,196882,1358
INTERNATIONAL BANCSHARES COR,191022,4712
INTERNATIONAL BUSINESS MACHS,2643935,501898
INTERNATIONAL FLAVORS&FRAGRA,1760898,168835
INTERNATIONAL GAME TECHNOLOG,647312,10920
INTERNATIONAL RECTIFIER CORP,200447,7866
INTERNATIONAL SHIPHOLDING CO,12712,227
INTERNATIONAL SPEEDWAY CORP,36010,1139
INTERNATIONAL TOWER HILL MIN,287205,130
INTEROIL CORP,339046,18397
INTERPUBLIC GROUP COS INC,2160439,39579
INTERSECT ENT INC,48671,754
INTERSECTIONS INC,18837,72
INTERSIL CORP,4505643,64025
INTERVAL LEISURE GROUP INC,43705,833
INTERVEST BANCSHARES CORP,44298,423
INTERXION HOLDING N.V,1376041,38103
INTEVAC INC,77738,519
INTL FCSTONE INC,11379,197
INTL PAPER CO,1129440,53919
INTRA CELLULAR THERAPIES INC,10881,149
INTRALINKS HLDGS INC,18845,153
INTRAWEST RESORTS HLDGS INC,10106,98
INTREPID POTASH INC,200879,3104
INTREXON CORP,11614,216
INTUIT,1147557,100583
INTUITIVE SURGICAL INC,216141,99818
INVACARE CORP,35230,416
INVENSENSE INC,712266,14053
INVENTERGY GLOBAL INC,14177,25
INVENTURE FOODS INC,13466,175
INVESCO LTD,7221866,285120
INVESCO MORTGAGE CAPITAL INC,423984,6665
INVESCO MUN OPPORTUNITY TR,250004,3133
INVESCO MUNI INCOME OPP TRST,127381,865
INVESCO QUALITY MUNI INC TRS,110699,1342
INVESCO SR INCOME TR,28373,135
INVESCO VALUE MUN INCOME TR,241828,3671
INVESTAR HLDG CORP,19011,253
INVESTMENT TECHNOLOGY GRP NE,103279,1627
INVESTORS BANCORP INC NEW,1299547,13165
INVESTORS REAL ESTATE TR,91731,706
INVESTORS TITLE CO,4466,327
ION GEOPHYSICAL CORP,379326,1059
IPC THE HOSPITALIST CO INC,9939,445
IPG PHOTONICS CORP,500737,34440
IRADIMED CORP,20106,141
IRELAND BK,163322,2585
IRIDIUM COMMUNICATIONS INC,32184,285
IROBOT CORP,593692,18078
IRON MTN INC,1005797,32839
IRONWOOD PHARMACEUTICALS INC,385599,4995
IRSA INVERSIONES Y REP S A,23983,330
ISHARES GOLD TRUST,1401809,16401
ISHARES INC,53287303,1730412
ISHARES SILVER TRUST,838821,13715
ISHARES TR,205465859,16737469
ISIS PHARMACEUTICALS INC,776305,30144
ISLE OF CAPRI CASINOS INC,23445,176
ISORAY INC,76575,129
ISRAEL CHEMICALS LTD,1115428,8064
ISTAR FINL INC,1171216,15811
ITAU UNIBANCO HLDG SA,3511001,48733
ITC HLDGS CORP,102753,3661
ITRON INC,54138,2128
ITT CORP NEW,4064287,182649
ITT EDUCATIONAL SERVICES INC,178777,767
ITURAN LOCATION AND CONTROL,19076,403
IXYS CORP,26802,281
J & J SNACK FOODS CORP,10808,1011
J2 GLOBAL INC,21559,1064
JA SOLAR HOLDINGS CO LTD,10311,95
JABIL CIRCUIT INC,332730,6711
JACK IN THE BOX INC,1408776,96064
JACOBS ENGR GROUP INC DEL,269570,13161
JANUS CAP GROUP INC,304105,4421
JARDEN CORP,165100,9924
JASON INDS INC,109941,1138
JAVELIN MTG INVT CORP,58431,702
JAZZ PHARMACEUTICALS PLC,46541,7473
JD COM INC,95460,2465
JDS UNIPHASE CORP,550191,7043
JETBLUE AIRWAYS CORP,1907775,20261
JETPAY CORP,16166,25
JINKOSOLAR HLDG CO LTD,93048,2558
JIVE SOFTWARE INC,44180,258
JMP GROUP INC,33901,213
JOES JEANS INC,22825,22
JOHN BEAN TECHNOLOGIES CORP,24684,694
JOHNSON & JOHNSON,8106529,864075
JOHNSON CTLS INC,1509207,66406
JONES LANG LASALLE INC,198617,25093
JOURNAL COMMUNICATIONS INC,98585,831
JOY GLOBAL INC,318979,17397
JPMORGAN CHASE & CO,23023240,1380093
JUMEI INTL HLDG LTD,101771,2390
JUNIPER NETWORKS INC,1793218,39720
JUST ENERGY GROUP INC,73351,342
K12 INC,249315,3979
K2M GROUP HLDGS INC,12617,182
KADANT INC,33018,1289
KAISER ALUMINUM CORP,891931,67983
KALOBIOS PHARMACEUTICALS INC,13086,20
KAMAN CORP,1378628,54180
KANDI TECHNOLOGIES GROUP INC,100529,1306
KANSAS CITY SOUTHERN,3485498,422442
KAPSTONE PAPER & PACKAGING C,2448318,68479
KAR AUCTION SVCS INC,166181,4758
KARYOPHARM THERAPEUTICS INC,9555,334
KATE SPADE & CO,8837819,231816
KB FINANCIAL GROUP INC,106191,3846
KB HOME,276317,4128
KBR INC,934664,17599
KCAP FINL INC,37139,309
KCG HLDGS INC,119727,1213
KELLOGG CO,790648,48704
KELLY SVCS INC,11293,177
KEMET CORP,27432,113
KEMPER CORP DEL,62106,2120
KENNAMETAL INC,2488891,102816
KENNEDY-WILSON HLDGS INC,2751671,65930
KERYX BIOPHARMACEUTICALS INC,165796,2280
KEURIG GREEN MTN INC,1325827,172529
KEY ENERGY SVCS INC,476986,2309
KEY TRONICS CORP,33591,355
KEYCORP NEW,4011083,53468
KEYW HLDG CORP,20216,224
KFORCE INC,14029,275
KILROY RLTY CORP,496449,29509
KIMBALL INTL INC,222951,3355
KIMBERLY CLARK CORP,2026451,217985
KIMCO RLTY CORP,4222798,92521
KINDER MORGAN ENERGY PARTNER,2124382,198162
KINDER MORGAN INC DEL,4408238,132703
KINDER MORGAN MANAGEMENT LLC,2477903,233294
KINDRED HEALTHCARE INC,177705,3448
KING DIGITAL ENTMT PLC,32654,415
KINROSS GOLD CORP,2564420,8463
KIRBY CORP,400834,47238
KIRKLANDS INC,16848,271
KITE RLTY GROUP TR,217537,5273
KKR & CO L P DEL,2276026,50755
KLA-TENCOR CORP,479146,37747
KNIGHT TRANSN INC,35408,970
KNOLL INC,62057,1074
KNOT OFFSHORE PARTNERS LP,1976825,49361
KNOWLES CORP,146182,3874
KODIAK OIL & GAS CORP,1160570,15749
KOFAX LTD,66745,517
KOHLS CORP,604968,36921
KONINKLIJKE PHILIPS N V,205947,6530
KOPIN CORP,84143,286
KOPPERS HOLDINGS INC,15993,530
KOREA ELECTRIC PWR,94345,2117
KORN FERRY INTL,286893,7144
KOSMOS ENERGY LTD,214785,2139
KRAFT FOODS GROUP INC,1885519,106344
KRATON PERFORMANCE POLYMERS,18846,336
KRATOS DEFENSE & SEC SOLUTIO,28343,186
KRISPY KREME DOUGHNUTS INC,21531,369
KROGER CO,6325104,328906
KRONOS WORLDWIDE INC,11581,160
KT CORP,10723,174
KU6 MEDIA CO LTD,14034,18
KULICKE & SOFFA INDS INC,284454,4048
KYOCERA CORP,60221,2812
KYTHERA BIOPHARMACEUTICALS I,33286,1090
L BRANDS INC,5388495,360921
L-3 COMMUNICATIONS HLDGS INC,404096,48055
LA QUINTA HLDGS INC,74914,1422
LA Z BOY INC,25266,500
LABORATORY CORP AMER HLDGS,1717214,174727
LACLEDE GROUP INC,22440,1041
LADDER CAP CORP,22226,420
LADENBURG THALMAN FIN SVCS I,41079,174
LAKE SHORE GOLD CORP,441315,446
LAKELAND BANCORP INC,20471,200
LAKELAND FINL CORP,411401,15427
LAM RESEARCH CORP,1066830,79692
LAMAR ADVERTISING CO,6115413,301184
LANCASTER COLONY CORP,44492,3795
LANDEC CORP,28473,349
LANDS END INC NEW,130545,5368
LANDSTAR SYS INC,84515,6102
LANNET INC,20903,955
LAREDO PETROLEUM INC,3518435,78848
LAS VEGAS SANDS CORP,1625749,101138
LASALLE HOTEL PPTYS,435780,14920
LATAM AIRLS GROUP S A,1125798,12800
LATTICE SEMICONDUCTOR CORP,128796,966
LAUDER ESTEE COS INC,2681433,200357
LAWSON PRODS INC,18533,413
LAYNE CHRISTENSEN CO,31008,301
LAZARD LTD,80341,4073
LEAPFROG ENTERPRISES INC,33019,198
LEAR CORP,198819,17179
LEE ENTERPRISES INC,155625,526
LEGACY RESVS LP,164434,4881
LEGG MASON INC,973749,49817
LEGGETT & PLATT INC,589547,20587
LEHIGH GAS PARTNERS LP,1053448,35786
LEIDOS HLDGS INC,135028,4635
LEJU HLDGS LTD,101248,1301
LENNAR CORP,1422052,55218
LENNOX INTL INC,133467,10259
LEUCADIA NATL CORP,744941,17759
LEVEL 3 COMMUNICATIONS INC,337801,15448
LEXICON PHARMACEUTICALS INC,85856,121
LEXINGTON REALTY TRUST,131707,1289
LEXMARK INTL NEW,370944,15765
LG DISPLAY CO LTD,94233,1484
LGI HOMES INC,10348,190
LHC GROUP INC,12215,283
LIBBEY INC,9644,253
LIBERATOR MEDICAL HLDGS INC,35313,111
LIBERTY ALL STAR EQUITY FD,14430,84
LIBERTY GLOBAL PLC,12518527,515027
LIBERTY INTERACTIVE CORP,344921,13093
LIBERTY INTERACTIVE CORPORAT,5846795,166750
LIBERTY MEDIA CORP DELAWARE,5535903,260613
LIBERTY PPTY TR,3855795,128244
LIBERTY TRIPADVISOR HLDGS IN,471393,15980
LIFE TIME FITNESS INC,85277,4302
LIFELOCK INC,1599101,22851
LIFEPOINT HOSPITALS INC,105705,7314
LIFETIME BRANDS INC,18049,276
LIFEVANTAGE CORP,153541,175
LIGAND PHARMACEUTICALS INC,215037,10105
LILIS ENERGY INC,24350,55
LILLY ELI & CO,4932847,319895
LIMELIGHT NETWORKS INC,30788894,71892
LIN MEDIA LLC,464230,10306
LINCOLN EDL SVCS CORP,54310,153
LINCOLN ELEC HLDGS INC,213186,14738
LINCOLN NATL CORP IND,6888582,369090
LINDSAY CORP,10139,758
LINEAR TECHNOLOGY CORP,529886,23522
LINKEDIN CORP,1997667,415095
LINN ENERGY LLC,382197,11519
LINNCO LLC,2084384,60343
LIONBRIDGE TECHNOLOGIES INC,36744,165
LIONS GATE ENTMNT CORP,383712,12651
LIPOCINE INC NEW,26436,162
LIQTECH INTL INC,21732,33
LIQUIDITY SERVICES INC,22271,306
LITHIA MTRS INC,304042,23013
LITTELFUSE INC,402495,34285
LIVE NATION ENTERTAINMENT IN,2937882,70568
LIVEPERSON INC,57204,721
LKQ CORP,5570331,148115
LLOYDS BANKING GROUP PLC,2780684,14015
