nameOfIssuer,sshPrnamt,value
GAMCO INVESTORS INC,48296,3751
GAMESTOP CORP NEW,2660418,109343
GAMING & LEISURE PPTYS INC,252542,9208
GANNETT INC,961980,26551
GAP INC DEL,8400586,336528
GARMIN LTD,1646941,91010
GARTNER INC,310672,21573
GASLOG LTD,208714,4861
GASTAR EXPL INC NEW,69358,379
GATX CORP,86052,5842
GAZIT GLOBE LTD,78298,1020
GENCO SHIPPING & TRADING LTD,439088,773
GENCORP INC,48664,889
GENERAC HLDGS INC,138657,8177
GENERAL AMERN INVS INC,246118,8671
GENERAL CABLE CORP DEL NEW,95368,2442
GENERAL COMMUNICATION INC,99073,1130
GENERAL DYNAMICS CORP,1457625,158764
GENERAL ELECTRIC CO,69064637,1788083
GENERAL FIN CORP DEL,15967,126
GENERAL GROWTH PPTYS INC NEW,2869802,63136
GENERAL MLS INC,1828480,94753
GENERAL MOLY INC,81855,81
GENERAL MTRS CO,9600217,321088
GENESCO INC,26541,1979
GENESEE & WYO INC,88386,8602
GENESIS ENERGY L P,4332979,234847
GENIE ENERGY LTD,237621,2369
GENOCEA BIOSCIENCES INC,35421,644
GENOMIC HEALTH INC,68980,1817
GENPACT LIMITED,758750,13218
GENTEX CORP,316876,9991
GENTHERM INC,528261,18341
GENTIVA HEALTH SERVICES INC,38455,351
GENUINE PARTS CO,466212,40490
GENWORTH FINL INC,9706793,172102
GEO GROUP INC,293281,9455
GEOSPACE TECHNOLOGIES CORP,3455,229
GERDAU S A,1634519,10477
GERON CORP,90244,189
GETTY RLTY CORP NEW,94309,1781
GEVO INC,286327,335
GFI GROUP INC,109854,390
GIANT INTERACTIVE GROUP INC,65795,761
GIBRALTAR INDS INC,27544,520
GIGAMON INC,16259,494
GIGOPTIX INC,41697,70
GILDAN ACTIVEWEAR INC,342157,17237
GILEAD SCIENCES INC,20376848,1443904
GLACIER BANCORP INC NEW,2412127,70121
GLADSTONE CAPITAL CORP,107468,1083
GLADSTONE COML CORP,15434,268
GLADSTONE INVT CORP,61910,512
GLATFELTER,86828,2363
GLAXOSMITHKLINE PLC,2380727,127202
GLIMCHER RLTY TR,592357,5942
GLOBAL BRASS & COPPR HLDGS I,64259,1013
GLOBAL CASH ACCESS HLDGS INC,19541,134
GLOBAL EAGLE ENTMT INC,118838,1875
GLOBAL GEOPHYSICAL SVCS INC,178723,21
GLOBAL HIGH INCOME FUND INC,10510,104
GLOBAL INDEMNITY PLC,38063,1003
GLOBAL PMTS INC,1623636,115457
GLOBAL SOURCES LTD,12362,111
GLOBAL X FDS,313809,6282
GLOBE SPECIALTY METALS INC,2322496,48354
GLOBUS MED INC,27132,721
GLU MOBILE INC,112941,536
GLYCOMIMETICS INC,107406,1754
GNC HLDGS INC,1093233,48125
GOGO INC,471390,9682
GOL LINHAS AEREAS INTLG S A,136990,666
GOLAR LNG LTD BERMUDA,288615,12033
GOLAR LNG PARTNERS LP,3746590,112023
GOLD FIELDS LTD NEW,1434213,5292
GOLD RESOURCE CORP,14568,70
GOLDCORP INC NEW,3578008,87590
GOLDEN MINERALS CO,198490,166
GOLDEN STAR RES LTD CDA,973159,588
GOLDMAN SACHS GROUP INC,562295,26934
GOLUB CAP BDC INC,789852,14091
GOODRICH PETE CORP,325916,5156
GOODYEAR TIRE & RUBR CO,850151,24463
GOOGLE INC,1705269,1900539
GORDMANS STORES INC,15975,87
GORMAN RUPP CO,33975,1080
GOVERNMENT PPTYS INCOME TR,1908667,48098
GP STRATEGIES CORP,14791,403
GPO AEROPORTUARIO DEL PAC SA,90676,5304
GRACE W R & CO DEL NEW,1205673,119567
GRACO INC,2710319,202569
GRAFTECH INTL LTD,197178,2153
GRAHAM HLDGS CO,34899,24560
GRAINGER W W INC,621933,157137
GRAMERCY PPTY TR INC,38996,201
GRAN TIERRA ENERGY INC,262509,1963
GRAND CANYON ED INC,46733,2182
GRANITE CONSTR INC,54158,2163
GRANITE REAL ESTATE INVT TR,108230,3925
GRAPHIC PACKAGING HLDG CO,3959469,40228
GRAY TELEVISION INC,457430,4743
GREAT LAKES DREDGE & DOCK CO,23173,212
GREAT PANTHER SILVER LTD,207622,210
GREAT PLAINS ENERGY INC,531341,14368
GREAT SOUTHN BANCORP INC,25557,767
GREATBATCH INC,49592,2278
GREEN DOT CORP,62049,1212
GREEN PLAINS RENEWABLE ENERG,274277,8217
GREENBRIER COS INC,37623,1716
GREENHILL & CO INC,80335,4176
GREENLIGHT CAPITAL RE LTD,272882,8951
GREIF INC,56517,2966
GRIFFON CORP,5812826,69405
GRIFOLS S A,1367207,56465
GROUP 1 AUTOMOTIVE INC,94167,6183
GROUPE CGI INC,84425,2610
GROUPON INC,483055,3787
GRUPO AEROPORTUARIO DEL SURE,104064,12762
GRUPO FINANCIERO GALICIA S A,39205,483
GRUPO FINANCIERO SANTANDER M,3830509,47077
GRUPO TELEVISA SA,1014985,33789
GS FIN CORP,215979,3927
GSI GROUP INC CDA NEW,18094,236
GSI TECHNOLOGY,11737,81
GSV CAP CORP,20684,210
GT ADVANCED TECHNOLOGIES INC,122668,2092
GTT COMMUNICATIONS INC,45688,481
GTX INC DEL,89086,136
GUESS INC,234009,6459
GUGGENHEIM BLD AMR BDS MANG,61209,1268
GUIDANCE SOFTWARE INC,29479,326
GUIDEWIRE SOFTWARE INC,1512978,74211
GULF ISLAND FABRICATION INC,22089,477
GULFMARK OFFSHORE INC,255095,11464
GULFPORT ENERGY CORP,195391,13908
GW PHARMACEUTICALS PLC,2219,132
H & E EQUIPMENT SERVICES INC,9094,368
H & Q HEALTHCARE INVESTORS,275457,7495
HAEMONETICS CORP,16179,527
HAIN CELESTIAL GROUP INC,2834561,259164
HALCON RES CORP,810634,3510
HALLIBURTON CO,6224302,366549
HALOZYME THERAPEUTICS INC,189899,2412
HAMPTON ROADS BANKSHARES INC,194058,309
HANCOCK HLDG CO,253726,9300
HANCOCK JOHN FINL OPPTYS FD,69779,1680
HANCOCK JOHN PREMUIM DIV FD,31697,410
HANDY & HARMAN LTD,10659,235
HANESBRANDS INC,381374,29168
HANGER INC,8968,302
HANMI FINL CORP,56008,1305
HANOVER INS GROUP INC,76627,4708
HANSEN MEDICAL INC,220806,574
HANWHA SOLARONE CO LTD,26598,76
HARBINGER GROUP INC,87936,1075
HARDINGE INC,13480,194
HARLEY DAVIDSON INC,691029,46030
HARMAN INTL INDS INC,286212,30454
HARMONIC INC,345508,2467
HARMONY GOLD MNG LTD,742359,2264
HARRIS & HARRIS GROUP INC,71296,247
HARRIS CORP DEL,838524,61347
HARSCO CORP,417376,9779
HARTE-HANKS INC,92335,816
HARTFORD FINL SVCS GROUP INC,6003284,211661
HARVEST NATURAL RESOURCES IN,45086,170
HASBRO INC,457131,25426
HATTERAS FINL CORP,153486,2893
HAVERTY FURNITURE INC,242187,7193
HAWAIIAN ELEC INDUSTRIES,173865,4419
HAWAIIAN HOLDINGS INC,66246,925
HCA HOLDINGS INC,640931,33649
HCC INS HLDGS INC,134256,6107
HCI GROUP INC,5870,214
HCP INC,3924276,152223
HD SUPPLY HLDGS INC,19580,512
HDFC BANK LTD,214544,8803
HEADWATERS INC,94183,1244
HEALTH CARE REIT INC,2416982,143632
HEALTH NET INC,188918,6425
HEALTHCARE RLTY TR,1576852,38081
HEALTHCARE SVCS GRP INC,3139561,91236
HEALTHCARE TR AMER INC,5076215,57819
HEALTHSOUTH CORP,1338645,48097
HEALTHSTREAM INC,19676,525
HEALTHWAYS INC,23928,410
HEARTLAND EXPRESS INC,34738,788
HEARTLAND FINL USA INC,9575,258
HEARTLAND PMT SYS INC,30287,1256
HEARTWARE INTL INC,5839,548
HECLA MNG CO,1538249,4723
HEICO CORP NEW,97506,5334
HEIDRICK & STRUGGLES INTL IN,108174,2171
HELEN OF TROY CORP LTD,135298,9366
HELIX ENERGY SOLUTIONS GRP I,203137,4668
HELMERICH & PAYNE INC,434827,46770
HEMISPHERE MEDIA GROUP INC,13807,174
HENRY JACK & ASSOC INC,175194,9769
HERBALIFE LTD,467135,26752
HERCULES OFFSHORE INC,128802,591
HERCULES TECH GROWTH CAP INC,69473,977
HERITAGE COMMERCE CORP,18464,149
HERITAGE CRYSTAL CLEAN INC,13611,247
HERITAGE FINL CORP WASH,707557,11972
HERON THERAPEUTICS INC,16803,234
HERSHA HOSPITALITY TR,376764,2196
HERSHEY CO,557847,58238
HERTZ GLOBAL HOLDINGS INC,520109,13855
HESS CORP,826546,68504
HEWLETT PACKARD CO,8260400,267306
HEXCEL CORP NEW,103953,4526
HFF INC,948756,31888
HHGREGG INC,150168,1443
HI-TECH PHARMACAL INC,110708,4797
HIBBETT SPORTS INC,11509,609
HIGHER ONE HLDGS INC,264386,1912
HIGHWOODS PPTYS INC,5114037,196430
HILL INTERNATIONAL INC,14693,81
HILL ROM HLDGS INC,1186709,45735
HILLENBRAND INC,33313,1077
HILLSHIRE BRANDS CO,380894,14192
HILLTOP HOLDINGS INC,66541,1583
HILTON WORLDWIDE HLDGS INC,42931,955
HIMAX TECHNOLOGIES INC,180377,2078
HITTITE MICROWAVE CORP,579474,36530
HMS HLDGS CORP,4994809,95151
HNI CORP,92213,3371
HOLLY ENERGY PARTNERS L P,2190893,72672
HOLLYFRONTIER CORP,725802,34534
HOLLYSYS AUTOMATION TECHNOLO,1050384,22625
HOLOGIC INC,451666,9711
HOME BANCSHARES INC,1324521,45590
HOME DEPOT INC,6018689,476258
HOME INNS & HOTELS MGMT INC,9312,301
HOME LN SERVICING SOLUTIONS,2471657,53388
HOME PROPERTIES INC,1232093,74073
HOMEAWAY INC,150546,5671
HOMESTREET INC,13002,254
HONDA MOTOR LTD,293610,10376
HONEYWELL INTL INC,5415895,502378
HOOKER FURNITURE CORP,42493,665
HORACE MANN EDUCATORS CORP N,21369,620
HORIZON PHARMA INC,333120,5037
HORIZON TECHNOLOGY FIN CORP,16745,209
HORMEL FOODS CORP,454236,22380
HORNBECK OFFSHORE SVCS INC N,54016,2259
HORSEHEAD HLDG CORP,105993,1783
HOSPIRA INC,681827,29489
HOSPITALITY PPTYS TR,2316855,66541
HOST HOTELS & RESORTS INC,3453535,69899
HOUGHTON MIFFLIN HARCOURT CO,1725151,35072
HOUSTON WIRE & CABLE CO,12995,171
HOVNANIAN ENTERPRISES INC,150399,711
HOWARD HUGHES CORP,26119,3728
HSBC HLDGS PLC,1075495,54668
HSN INC,961054,57404
HUANENG PWR INTL INC,7546,289
HUB GROUP INC,5695,228
HUBBELL INC,1366408,163791
HUDBAY MINERALS INC,34300,267
HUDSON CITY BANCORP,963584,9472
HUDSON GLOBAL INC,21071,80
HUDSON PAC PPTYS INC,2264295,52237
HUDSON VALLEY HOLDING CORP,15747,300
HUGOTON RTY TR TEX,43936,355
HUMANA INC,2819581,317823
HUNT J B TRANS SVCS INC,208881,15023
HUNTINGTON BANCSHARES INC,23016100,229471
HUNTINGTON INGALLS INDS INC,148546,15190
HUNTSMAN CORP,439942,10744
HURON CONSULTING GROUP INC,73720,4672
HUTCHINSON TECHNOLOGY INC,17658,50
HYATT HOTELS CORP,231736,12470
HYSTER YALE MATLS HANDLING I,60834,5931
IAC INTERACTIVECORP,319863,22835
IAMGOLD CORP,811854,2858
IBERIABANK CORP,72096,5058
ICAHN ENTERPRISES LP,362,37
ICF INTL INC,32407,1290
ICG GROUP INC,23302,476
ICICI BK LTD,210488,9219
ICON PLC,12907,614
ICONIX BRAND GROUP INC,1330383,52244
ICU MED INC,8013,480
IDACORP INC,1489845,82642
IDENIX PHARMACEUTICALS INC,66447,400
IDERA PHARMACEUTICALS INC,132463,540
IDEX CORP,785515,57257
IDEXX LABS INC,131644,15982
IDT CORP,54007,900
IGATE CORP,48827,1540
IHS INC,85394,10375
II VI INC,25122,388
IKANOS COMMUNICATIONS,176044,153
ILLINOIS TOOL WKS INC,2289891,186237
ILLUMINA INC,183062,27214
IMATION CORP,142952,825
IMAX CORP,20673,565
IMMERSION CORP,47071,497
IMMUNOCELLULAR THERAPEUTICS,20159,25
IMMUNOGEN INC,76395,1140
IMMUNOMEDICS INC,76159,321
IMPAX LABORATORIES INC,200648,5302
IMPERIAL OIL LTD,392633,18277
IMPERVA INC,11307,630
INCONTACT INC,78518,754
INCYTE CORP,903448,48352
INDEPENDENT BANK CORP MASS,674840,26568
INDEPENDENT BANK CORP MICH,73286,951
INDEPENDENT BK GROUP INC,730564,42921
INDEXIQ ETF TR,38744,1132
INFINERA CORPORATION,384964,3495
INFINITY PHARMACEUTICALS INC,3669805,43634
INFINITY PPTY & CAS CORP,19581,1324
INFOBLOX INC,338979,6800
INFORMATICA CORP,186092,7031
INFOSYS LTD,160260,8683
ING GLOBAL EQTY DIV & PREM O,12119,111
ING GROEP N V,728472,10381
ING U S INC,4151360,150570
INGERSOLL-RAND PLC,1759444,100711
INGLES MKTS INC,49666,1184
INGRAM MICRO INC,518831,15336
INGREDION INC,1986564,135246
INLAND REAL ESTATE CORP,3174067,33486
INNERWORKINGS INC,44157,338
INNODATA INC,61699,180
INNOPHOS HOLDINGS INC,8653,491
INNOSPEC INC,24824,1123
INOVIO PHARMACEUTICALS INC,202133,673
INPHI CORP,10376,167
INSIGHT ENTERPRISES INC,27168,682
INSMED INC,166179,3164
INSPERITY INC,67882,2103
INSPIREMD INC,78941,241
INSTEEL INDUSTRIES INC,29791,586
INSULET CORP,237304,11253
INSYS THERAPEUTICS INC NEW,39441,1634
INTEGRA LIFESCIENCES HLDGS C,3223,148
INTEGRATED DEVICE TECHNOLOGY,516067,6312
INTEGRATED SILICON SOLUTION,19920,310
INTEGRYS ENERGY GROUP INC,185264,11051
INTEL CORP,32317436,834242
INTELIQUENT INC,40078,582
INTELSAT S A,281313,7932
INTER PARFUMS INC,43502,1575
INTERACTIVE BROKERS GROUP IN,189699,4111
INTERCEPT PHARMACEUTICALS IN,9673,3190
INTERCONTINENTAL HTLS GRP PL,105174,3408
INTERCONTINENTALEXCHANGE GRO,1983562,392408
INTERDIGITAL INC,106084,3512
INTERFACE INC,1035917,21288
INTERMOLECULAR INC,20016,56
INTERMUNE INC,662073,22160
INTERNAP NETWORK SVCS CORP,269987,1911
INTERNATIONAL BANCSHARES COR,168636,4229
INTERNATIONAL BUSINESS MACHS,3101868,597078
INTERNATIONAL FLAVORS&FRAGRA,1638782,156782
INTERNATIONAL GAME TECHNOLOG,2128506,29927
INTERNATIONAL RECTIFIER CORP,334521,9166
INTERNATIONAL SPEEDWAY CORP,43089,1465
INTERNATIONAL TOWER HILL MIN,289037,218
INTEROIL CORP,583305,37775
INTERPUBLIC GROUP COS INC,2267289,38861
INTERSECTIONS INC,13899,82
INTERSIL CORP,4646886,60038
INTERVAL LEISURE GROUP INC,144584,3779
INTERXION HOLDING N.V,2208125,52951
INTEVAC INC,91751,890
INTL FCSTONE INC,12629,238
INTL PAPER CO,2688943,123369
INTRALINKS HLDGS INC,30390,311
INTRAWEST RESORTS HLDGS INC,214668,2799
INTREPID POTASH INC,100635,1556
INTUIT,1028717,79962
INTUITIVE SURGICAL INC,131086,57414
INVACARE CORP,10546,201
INVENSENSE INC,867109,20525
INVENTURE FOODS INC,35350,494
INVESCO DYNAMIC CR OPP FD,10622,137
INVESCO LTD,8779710,324850
INVESCO MORTGAGE CAPITAL INC,113210,1865
INVESCO MUN OPPORTUNITY TR,239479,2922
INVESCO MUNI INCOME OPP TRST,127381,841
INVESCO QUALITY MUNI INC TRS,103926,1227
INVESCO SR INCOME TR,32795,165
INVESCO VALUE MUN INCOME TR,241833,3482
INVESTMENT TECHNOLOGY GRP NE,184770,3732
INVESTORS BANCORP INC,154767,4278
INVESTORS REAL ESTATE TR,98347,883
ION GEOPHYSICAL CORP,301688,1270
IPG PHOTONICS CORP,470074,33412
IRELAND BK,13516,262
IRIDIUM COMMUNICATIONS INC,35116,264
IROBOT CORP,131256,5388
IRON MTN INC,1976693,54497
IRONWOOD PHARMACEUTICALS INC,610393,7520
IRSA INVERSIONES Y REP S A,13501,143
ISHARES GOLD TRUST,1319662,16417
ISHARES INC,50213489,1585255
ISHARES S&P GSCI COMMODITY I,138503,4566
ISHARES SILVER TRUST,1134046,21593
ISHARES TR,193486509,16203650
ISIS PHARMACEUTICALS INC,563995,24370
ISLE OF CAPRI CASINOS INC,10275,79
ISTAR FINL INC,1035741,15287
ITAU UNIBANCO HLDG SA,5711433,84872
ITC HLDGS CORP,254546,9508
ITRON INC,64076,2277
ITT CORP NEW,182549,7806
ITT EDUCATIONAL SERVICES INC,27410,786
IXIA,70211,877
IXYS CORP,66468,754
J & J SNACK FOODS CORP,14506,1392
J2 GLOBAL INC,59222,2964
JA SOLAR HOLDINGS CO LTD,101376,1031
JABIL CIRCUIT INC,554176,9975
JACK IN THE BOX INC,1067501,62919
JACOBS ENGR GROUP INC DEL,371752,23606
JAMES RIVER COAL CO,219056,164
JANUS CAP GROUP INC,459608,4996
JARDEN CORP,222973,13340
JAVELIN MTG INVT CORP,31676,425
JAZZ PHARMACEUTICALS PLC,138848,19256
JDS UNIPHASE CORP,570775,7991
JETBLUE AIRWAYS CORP,1426072,12392
JINKOSOLAR HLDG CO LTD,41911,1171
JIVE SOFTWARE INC,75456,604
JOHN BEAN TECHNOLOGIES CORP,73425,2269
JOHNSON & JOHNSON,9686045,951460
JOHNSON CTLS INC,2007596,95000
JONES GROUP INC,51637,773
JONES LANG LASALLE INC,247820,29366
JOS A BANK CLOTHIERS INC,135263,8698
JOURNAL COMMUNICATIONS INC,132441,1173
JOY GLOBAL INC,425512,24680
JPMORGAN CHASE & CO,24923972,1491844
JUNIPER NETWORKS INC,8087771,208341
JUST ENERGY GROUP INC,47744,383
K12 INC,128499,2911
KADANT INC,44645,1628
KAISER ALUMINUM CORP,951829,67980
KAMAN CORP,1406222,57205
KANDI TECHNOLOGIES GROUP INC,16492,270
KANSAS CITY LIFE INS CO,5252,253
KANSAS CITY SOUTHERN,995084,101558
KAPSTONE PAPER & PACKAGING C,2764412,79726
KAR AUCTION SVCS INC,19480,591
KARYOPHARM THERAPEUTICS INC,21455,663
KATE SPADE & CO,5726070,212380
KB FINANCIAL GROUP INC,65980,2319
KB HOME,808709,13740
KBR INC,3594505,95902
KCAP FINL INC,72493,628
KCG HLDGS INC,11094,132
KELLOGG CO,1062014,66598
KELLY SVCS INC,193153,4584
KEMET CORP,57571,334
KEMPER CORP DEL,79156,3100
KENNAMETAL INC,2619158,116028
KENNEDY-WILSON HLDGS INC,2995362,67426
KERYX BIOPHARMACEUTICALS INC,51235,873
KEURIG GREEN MTN INC,723705,76416
KEY ENERGY SVCS INC,204891,1893
KEY TRONICS CORP,17982,187
KEYCORP NEW,17101646,244922
KEYW HLDG CORP,15991,299
KFORCE INC,15066,321
KILROY RLTY CORP,224451,13148
KIMBALL INTL INC,258967,4690
KIMBERLY CLARK CORP,1718132,189423
KIMCO RLTY CORP,5142039,112508
KINDER MORGAN ENERGY PARTNER,1124577,83163
KINDER MORGAN INC DEL,4198480,121783
KINDER MORGAN MANAGEMENT LLC,483613,34661
KINDRED HEALTHCARE INC,157931,3699
KINROSS GOLD CORP,3560409,14741
KIOR INC,651971,374
KIRBY CORP,226084,22891
KITE RLTY GROUP TR,223033,1338
KKR & CO L P DEL,2296828,52460
KKR FINL HLDGS LLC,44451,514
KLA-TENCOR CORP,490228,33894
KNIGHT TRANSN INC,203275,4702
KNOLL INC,70541,1283
KNOT OFFSHORE PARTNERS LP,1207261,34528
KNOWLES CORP,318756,10063
KODIAK OIL & GAS CORP,419904,5098
KOHLS CORP,1156468,65687
KONINKLIJKE PHILIPS N V,178745,6285
KOPIN CORP,146141,552
KOPPERS HOLDINGS INC,122067,5032
KOREA ELECTRIC PWR,37841,650
KORN FERRY INTL,182232,5425
KOSMOS ENERGY LTD,130490,1435
KRAFT FOODS GROUP INC,2126022,119270
KRANESHARES TR,200000,5830
KRATON PERFORMANCE POLYMERS,14442,378
KRATOS DEFENSE & SEC SOLUTIO,30486,230
KRISPY KREME DOUGHNUTS INC,91364,1620
KROGER CO,12838262,560390
KRONOS WORLDWIDE INC,37003,618
KT CORP,48697,676
KULICKE & SOFFA INDS INC,252322,3182
KVH INDS INC,12918,170
KYOCERA CORP,51684,2339
KYTHERA BIOPHARMACEUTICALS I,8827,351
L & L ENERGY INC,17517,29
L BRANDS INC,10958208,622097
L-3 COMMUNICATIONS HLDGS INC,1019170,120415
LA Z BOY INC,22003,596
LABORATORY CORP AMER HLDGS,1661837,163209
LACLEDE GROUP INC,27996,1320
LADDER CAP CORP,45394,857
LADENBURG THALMAN FIN SVCS I,84618,256
LAKE SHORE GOLD CORP,33815,22
LAKELAND BANCORP INC,26781,301
LAKELAND FINL CORP,429217,17263
LAM RESEARCH CORP,1771517,97434
LAMAR ADVERTISING CO,5494659,280228
LANCASTER COLONY CORP,63639,6327
LANDEC CORP,31109,347
LANDSTAR SYS INC,60888,3606
LANNET INC,29114,1040
LAREDO PETROLEUM INC,3583913,92680
LAS VEGAS SANDS CORP,1321074,106716
LASALLE HOTEL PPTYS,360655,11292
LATAM AIRLS GROUP S A,944586,14215
LATTICE SEMICONDUCTOR CORP,149746,1174
LAUDER ESTEE COS INC,2774053,185529
LAWSON PRODS INC,12853,207
LAYNE CHRISTENSEN CO,25055,456
LAZARD LTD,503348,23703
LDK SOLAR CO LTD,276001,69
LEAPFROG ENTERPRISES INC,45217,339
LEAR CORP,100000,8372
LEE ENTERPRISES INC,133439,596
LEGACY RESERVES LP,431044,10707
LEGG MASON INC,1514045,74248
LEGGETT & PLATT INC,637103,20795
LEHIGH GAS PARTNERS LP,1043400,28120
LEIDOS HLDGS INC,217944,7709
LENNAR CORP,1135700,44997
LENNOX INTL INC,95914,8720
LEUCADIA NATL CORP,858741,24044
LEVEL 3 COMMUNICATIONS INC,171441,6711
LEXICON PHARMACEUTICALS INC,71820,124
LEXINGTON REALTY TRUST,432917,4723
LEXMARK INTL NEW,422478,19557
LG DISPLAY CO LTD,58534,732
LGI HOMES INC,47624,822
LHC GROUP INC,11677,258
LIBBEY INC,41513,1079
LIBERATOR MEDICAL HLDGS INC,12709,50
LIBERTY GLOBAL PLC,13537227,551436
LIBERTY INTERACTIVE CORP,448013,58389
LIBERTY INTERACTIVE CORPORAT,8770123,253194
LIBERTY MEDIA CORP DELAWARE,1543303,201756
LIBERTY PPTY TR,3646688,134782
LIFE TIME FITNESS INC,83186,4001
LIFELOCK INC,1451513,24835
LIFEPOINT HOSPITALS INC,68054,3712
LIFEVANTAGE CORP,208989,274
LIGAND PHARMACEUTICALS INC,126883,8536
LILIS ENERGY INC,22843,77
LILLY ELI & CO,7216965,424791
LIMELIGHT NETWORKS INC,30724441,66980
LIN MEDIA LLC,554266,14688
LINCOLN ELEC HLDGS INC,234797,16908
LINCOLN NATL CORP IND,7566415,383391
LINDSAY CORP,44044,3884
LINEAR TECHNOLOGY CORP,2985688,145373
LINKEDIN CORP,1469606,271789
LINN ENERGY LLC,749792,21234
LINNCO LLC,2295400,62091
LIONBRIDGE TECHNOLOGIES INC,81308,546
LIONS GATE ENTMNT CORP,78729,2104
LIQTECH INTL INC,24231,46
LIQUID HLDGS GROUP INC,24158,94
LIQUIDITY SERVICES INC,36968,963
LITHIA MTRS INC,113604,7550
LITTELFUSE INC,380375,35618
LIVE NATION ENTERTAINMENT IN,2304481,50123
LIVEPERSON INC,56191,678
LKQ CORP,542316,14290
LLOYDS BANKING GROUP PLC,1908456,9714
LOCKHEED MARTIN CORP,1305505,213110
LOEWS CORP,736642,32449
LOGITECH INTL S A,391177,5825
LOGMEIN INC,29205,1311
LORAL SPACE & COMMUNICATNS I,14907,1054
LORILLARD INC,1327305,71781
LOUISIANA PAC CORP,7319163,123474
LOWES COS INC,5036789,246299
LPL FINL HLDGS INC,493185,25912
LRR ENERGY LP,19858,341
LSB INDS INC,7194,269
LSI CORPORATION,1783237,19741
LSI INDS INC,112687,923
LTC PPTYS INC,76652,2884
LTX-CREDENCE CORP,54032,481
LULULEMON ATHLETICA INC,806379,42407
LUMBER LIQUIDATORS HLDGS INC,270910,25412
LUMENIS LTD,231118,2607
LUMINEX CORP DEL,101155,1832
LUMOS NETWORKS CORP,214915,2873
LUXOFT HLDG INC,11622,408
LUXOTTICA GROUP S P A,27227,1570
LYDALL INC DEL,44334,1014
LYON WILLIAM HOMES,1252801,34590
LYONDELLBASELL INDUSTRIES N,3699904,329069
M & T BK CORP,3262904,395790
M D C HLDGS INC,80795,2284
M/I HOMES INC,1423556,31916
MACERICH CO,1183414,73762
MACK CALI RLTY CORP,3156806,65630
MACQUARIE INFRASTR CO LLC,425567,24372
MACYS INC,5766748,341910
MADDEN STEVEN LTD,929450,33442
MADISON SQUARE GARDEN CO,65317,3709
MAG SILVER CORP,17000,117
MAGELLAN HEALTH SVCS INC,70376,4177
MAGELLAN MIDSTREAM PRTNRS LP,9932685,692705
MAGICJACK VOCALTEC LTD,79488,1688
MAGNA INTL INC,513291,49435
MAGNACHIP SEMICONDUCTOR CORP,35973,501
MAGNETEK INC,10958,208
MAGNUM HUNTER RES CORP DEL,494638,4204
MAIDEN HOLDINGS LTD,3160434,39442
MAIN STREET CAPITAL CORP,60706,1995
MAINSOURCE FINANCIAL GP INC,21289,364
MALLINCKRODT PUB LTD CO,372489,23619
MAM SOFTWARE GROUP INC,10061,56
MANAGED DURATION INVT GRD FU,21099,272
MANHATTAN ASSOCS INC,610864,21399
MANITOWOC INC,318851,10028
MANNING & NAPIER INC,331385,5557
MANNKIND CORP,291738,1173
MANPOWERGROUP INC,503801,39715
MANTECH INTL CORP,132779,3905
MANULIFE FINL CORP,2460639,47515
MARATHON OIL CORP,4845295,172105
MARATHON PETE CORP,2586697,225147
MARCHEX INC,135471,1424
MARCUS CORP,32559,544
MARIN SOFTWARE INC,53266,563
MARINE PRODS CORP,11597,87
MARINEMAX INC,14992,228
MARKEL CORP,20272,12084
MARKET VECTORS ETF TR,18777535,714615
MARKETAXESS HLDGS INC,409653,24260
MARKETO INC,40049,1308
MARKWEST ENERGY PARTNERS L P,5532971,361413
MARLIN BUSINESS SVCS CORP,64623,1344
MARRIOTT INTL INC NEW,2316392,129765
MARRIOTT VACATIONS WRLDWDE C,862334,48213
MARSH & MCLENNAN COS INC,1897682,93556
MARTEN TRANS LTD,53959,1161
MARTHA STEWART LIVING OMNIME,22279,101
MARTIN MARIETTA MATLS INC,136602,17532
MARVELL TECHNOLOGY GROUP LTD,831864,13102
MASCO CORP,2095020,46531
MASIMO CORP,215364,5881
MASONITE INTL CORP NEW,718781,40626
MASTEC INC,121548,5280
MASTERCARD INC,6481928,484199
MATADOR RES CO,111559,2732
MATERION CORP,107335,3642
MATRIX SVC CO,41160,1390
MATSON INC,53903,1331
MATTEL INC,1228198,49263
MATTERSIGHT CORP,20165,140
MATTHEWS INTL CORP,30196,1232
MATTRESS FIRM HLDG CORP,123289,5897
MATTSON TECHNOLOGY INC,23000,53
MAVENIR SYS INC,563370,10084
MAXIM INTEGRATED PRODS INC,6896025,228396
MAXIMUS INC,282748,12684
MAXLINEAR INC,10335,98
MAXWELL TECHNOLOGIES INC,34102,441
MAZOR ROBOTICS LTD,33796,691
MB FINANCIAL INC NEW,2012573,62309
MBIA INC,99378,1391
MBT FINL CORP,37228,183
MCCLATCHY CO,58385,375
MCCORMICK & CO INC,2218394,159148
MCDERMOTT INTL INC,294316,2301
MCDONALDS CORP,4333518,424815
MCEWEN MNG INC,607617,1441
MCG CAPITAL CORP,118400,449
MCGRATH RENTCORP,24350,851
MCGRAW HILL FINL INC,931378,71065
MCKESSON CORP,1453426,256632
MDC PARTNERS INC,96134,2194
MDU RES GROUP INC,420427,14425
MEAD JOHNSON NUTRITION CO,525864,43720
MEADOWBROOK INS GROUP INC,1992807,11618
MEADWESTVACO CORP,2989783,112536
